UID,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,Target_ChurnFlag,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215
2502900-13290,12 month lease,3067.0,2016-05-30,2017-07-31,,2012-02-05,2012-02-05,,,,False,,3067.0,0,0,1,2017-08-01,14,1-3 years,5,6,5,0,0,0,0,0,1,0,2017,2016-05-30,2017-07-31,0,0,2910.0,0.05395189,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,2,1,2,1,0,1,2.0,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,-1,-1,,-1.0,-1.0,2,1,1,1,1,0,1,0,0,1,28,,Technology,-1.0,44.5,28,61,0,2,30000.0,Technology,6,3,6,1,0,0,0,1,6,472.0,472.0,0.0,1.0,0,4,6.5,3,11,1,36,0.5416667,19,0,48,0,5,0,1,7.6,3,12,1,36,0.5416667,19,0,48,0,12203,503,ACTIVE,New York,NY,10005-4201,12203,New York,B,High Rise,urban,Financial District,-1,-1,-1,-1,-1,"New York-White Plains, NY",Financial District,0.9766,4219.0,0.0155,2016-Q2,2016-04-01,3232.0,3232.0,0.9489480198019802,0.9489480198019802,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.0,0.0714285714285714,0.1428571428571428,0.1071428571428571,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,7.2,0.1083333373069763,3.8,0.0,9.6,0.0,7.2,0.1083333373069763,3.8,0.0,9.6,0.0,0.0,6.4978814,0.0,-0.0019880715705765,0.2
1005845-11071,14 month lease,1401.0,2015-04-27,2016-06-19,2015-11-21,2015-04-27,2015-04-27,2015-11-21,2015-11-09,,False,,1401.0,0,0,1,2015-11-20,14,1-3 years,1,10,8,1,0,0,0,0,1,0,2016,2015-04-27,2015-11-21,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,6,7,1,7,0,0,4,0.42857143,0.0,7,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0.0,-1.0,-1.0,1,1,1,0,1,0,0,1,0,1,30,,,5.135698,30.0,30,30,1,1,74500.0,,14,4,22,1,0,1,0,1,1,665.0,665.0,1.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,9,0,8,10.222222,6,14,4,20,0.9130435,12,0,23,0,40027,715,ACTIVE,Newport Beach,CA,92663-6031,40027,Orange County,B,Garden,suburban,Newport Beach,-1,-1,-1,-1,-1,"Anaheim-Santa Ana-Irvine, CA",Newport Beach,0.9439,2320.0,-0.0004,2015-Q2,2015-04-01,1527.0,1523.0,0.9174852652259332,0.9198949441891004,0.4285714285714285,0.5,0.0714285714285714,0.5,0.0,0.0,0.2857142857142857,0.0306122452020645,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.2142857142857142,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,2.2222222222222223,0.10144927766588,1.3333333333333333,0.0,2.555555555555556,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.106767,1.0,-0.0013986013986013,0.8888888888888888
1041884-4504,12 month lease,1213.0,2016-01-28,2017-01-25,,2014-01-31,2014-01-31,,,,False,,1213.0,0,0,1,2017-01-26,12,6-12 months,6,13,6,0,0,0,0,0,1,0,2017,2016-01-28,2017-01-25,0,0,1177.0,0.030586237,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,2,1,2,2,0,0,4.0,3.0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,-1,,-1.0,-1.0,2,2,2,0,2,0,1,0,0,2,31,,Professional,27.512339,32.0,31,33,0,2,32000.0,Professional,22,7,22,1,0,1,1,4,2,1200.0,1200.0,3.0,2.0,1,5,12.0,12,12,0,39,2.088889,24,0,45,1,12,0,9,9.583333,3,14,4,40,0.5869565,10,0,46,0,18110,288,ACTIVE,Hermitage,TN,37076-3246,18110,Nashville TN,B,Garden,suburban,Hermitage/Mount Juliet/Lebanon,0,105,14,411,530,"Nashville-Davidson--Murfreesboro--Franklin, TN",Hermitage/Mount Juliet/Lebanon,0.9673,998.0,0.0075,2016-Q1,2016-01-01,1258.0,1258.0,0.96422893481717,0.96422893481717,0.1666666666666666,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,0.3333333333333333,0.25,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.04891304175059,0.8333333333333334,0.0,3.8333333333333335,0.0,6.5,0.3481481472651164,4.0,0.0,7.5,0.1666666666666666,1.5,1.0108334,1.5,1.8402777777777777,0.75
1467427-53779,14 month lease,1699.0,2020-02-03,2021-03-29,,2019-01-16,2019-01-16,,,,False,,1699.0,0,0,1,2021-03-30,13,1-3 years,2,15,2,0,0,0,0,0,1,0,2021,2020-02-03,2021-03-29,0,0,1600.0,0.061875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,6,6,1,6,3,0,0,3.1666667,2.1666667,6,0,0,0,0,0,0,2,0,1,0,2,0,1,0,1,0,0,3398.0,3200.0,0.061875,1,1,1,0,1,0,0,0,0,1,30,Technology,,3711.3223,30.0,30,30,0,1,75000.0,Technology,19,3,22,0,0,2,1,0,9,394.0,394.0,0.0,1.0,0,1,13.0,13,13,0,6,1.8571428,6,0,7,0,14,2,8,9.571428,3,15,5,48,1.2857143,34,0,63,1,95194,274,ACTIVE,Bellevue,WA,98004,95194,"Seattle,WA",A,High Rise,urban,West Bellevue/Mercer Island,0,0,47,263,310,"Seattle-Bellevue-Everett, WA",West Bellevue/Mercer Island,0.9662,2554.0,0.0202,2020-Q1,2020-01-01,1758.0,1758.0,0.9664391353811148,0.9664391353811148,0.4615384615384615,0.4615384615384615,0.0769230769230769,0.4615384615384615,0.2307692307692307,0.0,0.0,0.2435897497030404,0.1666666727799635,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.0769230769230769,0.0,0.1538461538461538,0.0,0.0769230769230769,0.0,3.4285714285714284,0.0918367334774562,2.4285714285714284,0.0,4.5,0.0714285714285714,3.0,0.9285714030265808,3.0,0.0,3.5,0.0,0.0,4.312183,0.0,1.131386861313869,0.7142857142857143
2234445-13977,12 month lease,1425.0,2018-06-30,2019-06-23,2019-06-23,2018-06-30,2018-06-30,2019-06-23,2019-04-23,,False,,1425.0,0,0,1,,12,6-12 months,1,9,4,1,0,0,0,0,1,1,2019,2018-06-30,2019-06-23,0,0,-1.0,-1.0,8.0,-1.0,10.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,8.0,3.0,3.0,10.0,7.75,-5.0,-0.625,1,9,9,2,9,0,0,4,0.5555556,0.0,9,0,0,0,0,0,2,4,1,1,1,0,0,0,0,1,0,1,2850.0,-1.0,-1.0,2,2,2,0,2,0,1,1,0,2,29,,Student,248.32092,26.0,23,29,0,2,1.0,Student,18,6,21,1,0,0,1,3,2,764.0,764.0,1.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,8,0,5,11.25,5,14,2,33,0.5882353,8,0,34,2,95171,360,ACTIVE,Woodbridge,VA,22191,95171,Metro DC,B,Garden,suburban,Woodbridge/Dale City,0,58,22,589,669,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Woodbridge/Dale City,0.9535,1428.0,0.0124,2018-Q2,2018-04-01,1355.0,1355.0,1.051660516605166,1.051660516605166,0.75,0.75,0.1666666666666666,0.75,0.0,0.0,0.3333333333333333,0.0462962985038757,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,4.125,0.073529414832592,1.0,0.0,4.25,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.8651832,0.5,1.8583333333333332,0.625
1008370-4953,12 month lease,1003.0,2015-05-04,2016-04-24,,2014-04-02,2014-04-02,,,,False,,1003.0,0,0,1,2016-04-25,11,6-12 months,2,14,7,0,0,0,0,0,1,0,2016,2015-05-04,2016-04-24,0,0,886.0,0.13205418,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,0,0,1,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,,-1.0,-1.0,3,3,2,1,2,1,0,0,0,2,33,,,-1.0,19.333334,2,33,0,2,0.0,,9,3,9,2,0,1,0,0,1,610.0,610.0,1.0,1.0,0,1,13.0,13,13,0,3,1.0,2,0,3,0,13,1,8,11.153846,5,14,0,13,0.7222222,10,0,18,1,40304,332,ACTIVE,Salinas,CA,93906-3948,40304,Monterey (Salinas),B,Garden,suburban,Salinas,0,332,77,96,505,"Salinas, CA",Salinas,0.9812,1320.0,0.0609,2015-Q2,2015-04-01,1140.0,1140.0,0.8798245614035087,0.8798245614035087,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0555555545366727,0.7692307692307693,0.0,1.3846153846153846,0.0769230769230769,1.5,0.5,1.0,0.0,1.5,0.0,1.0,1.6442623,0.3333333333333333,1.5210843373493976,0.6923076923076923
1071296-57629,13 month lease,973.0,2018-04-27,2019-05-12,,2018-04-27,2018-04-27,,,,False,,1946.0,0,0,1,2019-05-13,13,1-3 years,1,13,4,1,0,0,0,0,1,0,2019,2018-04-27,2019-05-12,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,3,3,1,3,2,0,1,7.6666665,7.0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,3892.0,-1.0,-1.0,1,1,1,0,1,0,1,0,0,1,44,,,52.084484,44.0,44,44,0,1,111504.0,,14,3,17,0,0,1,1,0,2,1071.0,1071.0,2.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,12,0,8,11.166667,4,14,4,26,4.148148,20,0,27,0,40003,414,ACTIVE,Rancho Cucamonga,CA,91730,40003,Other SoCal,A,Garden,suburban,Rancho Cucamonga/Upland,0,762,0,0,762,"Riverside-San Bernardino-Ontario, CA",Rancho Cucamonga/Upland,0.9651,1764.0,0.0224,2018-Q2,2018-04-01,1910.0,1910.0,1.018848167539267,1.018848167539267,0.2307692307692307,0.2307692307692307,0.0769230769230769,0.2307692307692307,0.1538461538461538,0.0,0.0769230769230769,0.5897435775169959,0.5384615384615384,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0,2.1666666666666665,0.3456790049870809,1.6666666666666667,0.0,2.25,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.8169935,2.0,1.8405797101449275,0.6666666666666666
1003904-24493,12 month lease,1319.0,2017-05-14,2018-05-13,2017-12-16,2017-05-14,2017-05-14,2017-12-16,2017-09-09,,False,,1319.0,0,0,1,,12,6-12 months,1,22,4,1,0,0,0,0,1,1,2018,2017-05-14,2017-12-16,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,10.0,1.0,1.0,10.0,5.5,-1.0,-1.0,1,10,10,2,10,0,0,2,2.3,0.0,10,0,0,0,0,0,0,8,0,0,1,0,0,1,0,1,0,0,2638.0,-1.0,-1.0,2,2,1,1,1,1,0,1,0,1,33,,,-1.0,33.0,33,33,0,1,0.0,,12,4,12,0,0,1,1,1,1,714.0,714.0,1.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,21,0,16,10.809524,1,32,1,28,0.6451613,22,0,31,2,40004,240,ACTIVE,Riverside,CA,92507-8463,40004,Other SoCal,B,Garden,suburban,University City/Moreno Valley,0,312,16,71,399,"Riverside-San Bernardino-Ontario, CA",University City/Moreno Valley,0.9589,1348.0,0.0192,2017-Q2,2017-04-01,1420.0,1420.0,0.9288732394366196,0.9288732394366196,0.8333333333333334,0.8333333333333334,0.1666666666666666,0.8333333333333334,0.0,0.0,0.1666666666666666,0.1916666626930236,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,1.3333333333333333,0.0307219652902512,1.0476190476190477,0.0,1.4761904761904765,0.0952380952380952,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.8473389,0.5,1.6625,0.7619047619047619
1019330-3194,12 month lease,1011.0,2015-03-09,2016-03-06,,2013-01-05,2013-01-05,,,,False,,1011.0,0,0,1,2016-03-07,12,6-12 months,3,11,7,0,0,0,0,0,1,0,2016,2015-03-09,2016-03-06,0,0,949.0,0.06533193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,,-1.0,-1.0,2,2,2,0,2,0,0,0,0,2,27,Professional,Professional,171.93158,26.0,25,27,2,2,57500.0,Professional,16,4,21,0,1,1,1,0,2,1001.0,1001.0,2.0,2.0,0,2,13.0,12,14,0,9,0.0,4,0,8,1,10,1,4,10.6,1,14,3,33,0.24324325,27,0,37,2,17002,209,ACTIVE,Clearwater,FL,33765-1005,17002,Tampa FL,B,Garden,suburban,Clearwater,0,0,15,404,419,"Tampa-St. Petersburg-Clearwater, FL",Clearwater,0.9574,916.0,0.0114,2015-Q1,2015-01-01,1089.0,1089.0,0.928374655647383,0.928374655647383,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,3.3,0.0243243247270584,2.7,0.0,3.7,0.2,3.0,0.0,1.3333333333333333,0.0,2.6666666666666665,0.3333333333333333,1.0,1.00999,1.0,2.0047846889952154,0.5
2335209-22775,12 month lease,4567.0,2016-10-03,2017-10-08,,2014-10-06,2014-10-06,,,,False,,4567.0,0,0,1,2017-10-09,12,6-12 months,3,9,4,0,0,0,0,0,1,0,2017,2016-10-03,2017-10-08,0,0,4477.0,0.020102747,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,10.0,2.0,2.0,10.0,7.3333335,-8.0,-0.8,1,15,16,1,16,1,0,6,0.625,0.0625,16,0,0,0,0,0,5,2,8,0,0,1,0,0,0,1,0,0,9134.0,8954.0,0.020102747,2,2,2,1,2,0,1,0,0,2,76,,,13.11011,77.5,76,79,0,2,200000.0,,22,7,26,2,1,0,1,4,1,1379.0,1379.0,2.0,2.0,0,2,12.0,12,12,0,32,0.2413793,18,0,29,4,8,0,5,9.25,3,12,3,64,0.5,50,0,66,7,12108,350,ACTIVE,Needham,MA,02494-2833,12108,Boston,A,High Rise,suburban,West Norfolk County,0,0,105,466,571,"Boston-Cambridge-Newton, MA-NH",West Norfolk County,0.9644,1879.0,-0.0257,2016-Q4,2016-10-01,4065.0,4065.0,1.1234932349323494,1.1234932349323494,1.25,1.3333333333333333,0.0833333333333333,1.3333333333333333,0.0833333333333333,0.0,0.5,0.0520833333333333,0.0052083333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.1666666666666666,0.6666666666666666,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,8.0,0.0625,6.25,0.0,8.25,0.875,10.666666666666666,0.0804597685734431,6.0,0.0,9.666666666666666,1.3333333333333333,1.0,3.3118203,1.0,1.6314285714285717,0.625
1006830-3588,12 month lease,1480.0,2015-05-20,2016-05-24,2015-12-24,2014-05-24,2014-05-24,2015-12-24,2015-11-24,,False,,1480.0,0,0,1,,12,6-12 months,2,15,8,0,0,0,0,0,1,1,2016,2015-05-20,2015-12-24,0,0,1298.0,0.14021571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,0,0,0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,,-1.0,-1.0,4,4,2,1,2,2,0,0,0,2,45,,,12.918225,28.5,12,45,0,2,57500.0,,17,6,18,1,1,0,2,3,1,1177.0,1177.0,3.0,2.0,0,1,12.0,12,12,0,9,1.1538461,10,0,13,1,14,0,10,11.714286,8,14,2,73,0.73417723,32,0,79,4,29001,224,ACTIVE,Tualatin,OR,97062-6052,29001,"Portland, OR",B,Garden,suburban,Lake Oswego/Tualatin/Wilsonville,-1,-1,-1,-1,-1,"Portland-Vancouver-Hillsboro, OR-WA",Lake Oswego/Tualatin/Wilsonville,0.9651,1204.0,0.0626,2015-Q2,2015-04-01,1423.0,1423.0,1.0400562192550948,1.0400562192550948,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.214285714285714,0.0524412308420453,2.2857142857142856,0.0,5.642857142857143,0.2857142857142857,4.5,0.5769230723381042,5.0,0.0,6.5,0.5,1.5,1.2574341,0.75,-0.0044642857142857,0.7142857142857143
1071425-49982,12 month lease,1221.0,2017-07-24,2018-07-22,,2015-05-29,2015-05-29,,,,False,,1221.0,0,0,1,2018-07-23,12,6-12 months,3,13,5,0,0,0,0,0,1,0,2018,2017-07-24,2018-07-22,0,0,1174.0,0.04003407,-1.0,-1.0,-1.0,3.0,4.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,3.0,3.0,3.0,7.0,4.25,0.0,0.0,1,7,7,1,7,0,0,1,1.0,0.0,7,0,0,0,0,0,4,1,0,1,0,0,0,1,0,1,0,0,2442.0,-1.0,-1.0,2,2,2,1,2,0,1,1,0,2,57,,Service Industry,0.0,58.0,57,59,0,2,25000.0,Service Industry,21,4,28,0,0,1,1,1,1,1041.0,1041.0,2.0,2.0,0,2,13.0,12,14,0,24,1.56,9,0,25,0,12,1,4,12.5,7,17,0,97,0.66386557,27,0,119,1,10118,576,ACTIVE,Henrico,VA,23294-4845,10118,Richmond,B,Garden,suburban,Northwest Richmond,0,606,0,350,956,"Richmond, VA",Northwest Richmond,0.9708,1053.0,0.0101,2017-Q3,2017-07-01,1106.0,1106.0,1.103978300180832,1.103978300180832,0.5833333333333334,0.5833333333333334,0.0833333333333333,0.5833333333333334,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,8.083333333333334,0.0553221305211385,2.25,0.0,9.916666666666666,0.0833333333333333,8.0,0.5199999809265137,3.0,0.0,8.333333333333334,0.0,1.0,1.1729107,1.0,1.6597222222222223,0.4166666666666667
1005930-34851,14 month lease,1297.0,2017-06-13,2018-08-27,,2017-06-13,2017-06-13,,,,False,,1297.0,0,0,1,2018-08-28,14,1-3 years,1,15,5,1,0,0,0,0,1,0,2018,2017-06-13,2018-08-27,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,10,10,1,10,1,0,0,8.9,3.0,10,0,0,0,0,0,1,1,3,3,0,2,0,0,0,1,0,0,2594.0,-1.0,-1.0,2,2,2,1,2,0,1,1,0,2,49,,,-1.0,49.0,49,49,0,2,0.0,,21,5,28,2,0,1,1,1,2,1040.0,1040.0,2.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,14,0,11,11.571428,7,14,4,82,1.4642857,47,0,84,4,17115,292,ACTIVE,Orlando,FL,32828-7004,17115,Orlando,B,Garden,suburban,East Orange County,0,74,21,442,537,"Orlando-Kissimmee-Sanford, FL",East Orange County,0.9561,1217.0,0.0263,2017-Q2,2017-04-01,1338.0,1338.0,0.969357249626308,0.969357249626308,0.7142857142857143,0.7142857142857143,0.0714285714285714,0.7142857142857143,0.0714285714285714,0.0,0.0,0.6357142584664481,0.2142857142857142,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.2142857142857142,0.2142857142857142,0.0,0.1428571428571428,0.0,0.0,0.0,5.857142857142857,0.1045918379511152,3.357142857142857,0.0,6.0,0.2857142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.2471154,1.0,1.8390410958904109,0.7857142857142857
1010457-13654,12 month lease,1581.0,2018-03-21,2019-03-17,,2017-02-02,2017-02-02,,,,False,,1581.0,0,0,1,2019-03-18,12,6-12 months,2,15,4,0,0,0,0,0,1,0,2019,2018-03-21,2019-03-17,0,0,1452.0,0.08884297,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,10.0,2.0,2.0,10.0,7.3333335,-8.0,-0.8,0,1,1,1,1,0,0,1,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3162.0,2904.0,0.08884297,3,3,3,1,3,0,1,1,0,3,56,Professional,,31.27306,38.333332,27,56,0,3,175000.0,Professional,20,4,24,0,0,1,1,2,1,944.0,944.0,2.0,2.0,0,1,13.0,13,13,0,-1,-1.0,-1,-1,-1,-1,14,0,9,10.642858,0,13,3,64,0.7105263,29,0,76,0,10301,192,ACTIVE,Woodbridge,VA,22192-1759,10301,Metro DC,B,Garden,suburban,Woodbridge/Dale City,0,0,50,283,333,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Woodbridge/Dale City,0.9476,1410.0,0.0125,2018-Q1,2018-01-01,1566.5,1566.5,1.009256303862113,1.009256303862113,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.571428571428571,0.0507518776825496,2.071428571428572,0.0,5.428571428571429,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,1.6747881,0.6666666666666666,1.734375,0.6428571428571429
1005692-64626,12 month lease,2423.0,2019-03-18,2020-03-14,,2013-05-20,2013-05-20,,,,False,,2423.0,0,0,1,2020-03-15,12,6-12 months,7,16,2,0,0,0,0,0,1,0,2020,2019-03-18,2020-03-14,0,0,2338.0,0.03635586,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,6.0,1.0,1.0,6.0,3.5,-1.0,-1.0,1,6,6,1,6,1,2,1,1.3333334,0.75,8,0,0,0,0,0,0,2,3,0,0,0,0,3,0,1,0,0,4846.0,4676.0,0.03635586,5,3,2,1,3,0,0,1,0,3,57,,Service Industry,10.311581,52.6,25,71,1,5,221348.0,Service Industry,20,4,31,1,0,1,0,1,1,1125.0,1125.0,2.0,2.0,0,6,11.666667,9,14,1,39,1.7954545,30,0,44,5,15,0,6,10.733334,6,14,1,48,1.7142857,48,0,63,6,40008,220,ACTIVE,Huntington Beach,CA,92646-8007,40008,Orange County,B,Garden,suburban,Huntington Beach,0,228,102,103,433,"Anaheim-Santa Ana-Irvine, CA",Huntington Beach,0.9542,2151.0,0.0064,2019-Q1,2019-01-01,2270.5,2270.5,1.067165822506056,1.067165822506056,0.5,0.5,0.0833333333333333,0.5,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.1111111144224802,0.0625,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.25,0.0,0.0,0.0,0.0,0.25,0.0,3.2,0.1142857154210408,3.2,0.0,4.2,0.4,5.571428571428571,0.2564935003008161,4.285714285714286,0.0,6.285714285714286,0.7142857142857143,1.0,2.1537778,0.6666666666666666,1.9681818181818185,0.4
